PubMed_ID,Month,Count
"1067155,8900201,11230124",1976-09-01,1.0
"1067155,8900201,9651578",1976-09-01,1.0
1248321,1976-09-01,0.08333333333333333
134998,1976-10-01,1.0
9982,1976-10-01,1.0
"134998,158022,2437112,3334852",1976-10-01,1.0
1248321,1976-10-01,0.08333333333333333
"1074709,10559237,10601340",1976-11-01,1.0
1248321,1976-11-01,0.08333333333333333
12173,1976-12-01,1.0
1248321,1976-12-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-01-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-02-01,0.08333333333333333
"265538,12037301",1977-02-01,1.0
"602896,7737129,12110590,12788955",1977-03-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-04-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-05-01,0.08333333333333333
"862676,1322499,7687743,12840032|17192257",1977-06-01,1.0
"602896,7737129,12110590,12788955",1977-06-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-07-01,0.08333333333333333
"195962,1959628",1977-08-01,1.0
"602896,7737129,12110590,12788955",1977-08-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-09-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-10-01,0.08333333333333333
600859,1977-11-01,1.0
"199233,9760250",1977-11-01,1.0
199233,1977-11-01,1.0
"602896,7737129,12110590,12788955",1977-11-01,0.08333333333333333
"602896,7737129,12110590,12788955",1977-12-01,0.08333333333333333
648524,1978-04-01,1.0
276901,1978-07-01,1.0
"80233,6153632,6191979",1978-09-01,1.0
28321,1978-09-01,1.0
"435297,10773068",1979-01-01,1.0
571335,1979-02-01,1.0
463490,1979-04-01,1.0
"221468,2123873",1979-06-01,1.0
546546,1979-06-01,1.0
"574085,29997244",1979-09-01,1.0
120192,1979-10-01,1.0
"291905,7686159,7944388,10464316",1979-10-01,1.0
291905,1979-10-01,1.0
"291905,500690,7686159,7944388,10464316",1979-12-01,1.0
"1079736,6153632,6191979",1980-01-01,0.08333333333333333
7378053,1980-01-01,1.0
"7378053,24981860",1980-01-01,1.0
6444721,1980-01-01,1.0
"1079736,6153632,6191979",1980-02-01,0.08333333333333333
"1079736,6153632,6191979",1980-03-01,0.08333333333333333
"2453061,6102092",1980-04-01,1.0
"1079736,6153632,6191979",1980-04-01,0.08333333333333333
"2785270,6332197,6966283,6976274,6982267,6983488",1980-05-01,1.0
"1079736,6153632,6191979",1980-05-01,0.08333333333333333
"6772446,11427888",1980-06-01,1.0
6102994,1980-06-01,1.0
"1079736,6153632,6191979",1980-06-01,0.08333333333333333
"3510866,6893424",1980-07-01,1.0
"1079736,6153632,6191979",1980-07-01,0.08333333333333333
"1079736,6153632,6191979",1980-08-01,0.08333333333333333
"1079736,6153632,6191979",1980-09-01,0.08333333333333333
6251869,1980-10-01,1.0
"352343,6448079,10672519",1980-10-01,1.0
"1079736,6153632,6191979",1980-10-01,0.08333333333333333
6778858,1980-10-01,1.0
"6778858,34244482",1980-10-01,1.0
"1079736,6153632,6191979",1980-11-01,0.08333333333333333
6449514,1980-12-01,1.0
"1079736,6153632,6191979",1980-12-01,0.08333333333333333
7299841,1981-01-01,0.08333333333333333
"7340337,11278902",1981-01-01,0.08333333333333333
7340337,1981-01-01,0.08333333333333333
7299841,1981-02-01,0.08333333333333333
6789904,1981-02-01,1.0
"7340337,11278902",1981-02-01,0.08333333333333333
7340337,1981-02-01,0.08333333333333333
7340337,1981-03-01,0.08333333333333333
"7340337,11278902",1981-03-01,0.08333333333333333
7299841,1981-03-01,0.08333333333333333
7299841,1981-04-01,0.08333333333333333
"7340337,11278902",1981-04-01,0.08333333333333333
"3800906,7238875,11927130",1981-04-01,1.0
7340337,1981-04-01,0.08333333333333333
7299841,1981-05-01,0.08333333333333333
7340337,1981-05-01,0.08333333333333333
"7340337,11278902",1981-05-01,0.08333333333333333
6262312,1981-05-01,1.0
7340337,1981-06-01,0.08333333333333333
6912069,1981-06-01,1.0
7299841,1981-06-01,0.08333333333333333
"7340337,11278902",1981-06-01,0.08333333333333333
7299841,1981-07-01,0.08333333333333333
"6501291,7346227,10722718",1981-07-01,1.0
7340337,1981-07-01,0.08333333333333333
"7285903,9792662",1981-07-01,1.0
"7340337,11278902",1981-07-01,0.08333333333333333
"7340337,11278902",1981-08-01,0.08333333333333333
7299841,1981-08-01,0.08333333333333333
7340337,1981-08-01,0.08333333333333333
7340337,1981-09-01,0.08333333333333333
"7340337,11278902",1981-09-01,0.08333333333333333
7299841,1981-09-01,0.08333333333333333
7034958,1981-10-01,1.0
7340337,1981-10-01,0.08333333333333333
6270113,1981-10-01,1.0
"7340337,11278902",1981-10-01,0.08333333333333333
7299841,1981-10-01,0.08333333333333333
7299841,1981-11-01,0.08333333333333333
7340337,1981-11-01,0.08333333333333333
"7340337,11278902",1981-11-01,0.08333333333333333
7340337,1981-12-01,0.08333333333333333
"7340337,11278902",1981-12-01,0.08333333333333333
7299841,1981-12-01,0.08333333333333333
7085778,1982-01-01,0.08333333333333333
6282262,1982-01-01,1.0
7085778,1982-02-01,0.08333333333333333
7085778,1982-03-01,0.08333333333333333
7085778,1982-04-01,0.08333333333333333
7103951,1982-04-01,1.0
7085778,1982-05-01,0.08333333333333333
7085778,1982-06-01,0.08333333333333333
6981115,1982-07-01,1.0
7085778,1982-07-01,0.08333333333333333
7085778,1982-08-01,0.08333333333333333
"2437112,6980881",1982-08-01,1.0
6980881,1982-08-01,1.0
7085778,1982-09-01,0.08333333333333333
7085778,1982-10-01,0.08333333333333333
6816269,1982-10-01,1.0
"6293815,11823486,12672969",1982-10-01,1.0
7085778,1982-11-01,0.08333333333333333
6983488,1982-11-01,1.0
7085778,1982-12-01,0.08333333333333333
6402020,1983-01-01,1.0
"3611073,6822572,8987992",1983-02-01,1.0
6847627,1983-02-01,1.0
"6188845,22863883,22939629",1983-04-01,1.0
"6188845,22863883,26344197",1983-04-01,1.0
"6188845,22863883,22939629,26344197",1983-04-01,1.0
6188845,1983-04-01,1.0
"6188845,22863883,22939629,26344197,35271311",1983-04-01,1.0
"6304688,6333425",1983-05-01,1.0
6304688,1983-05-01,1.0
"2065091,6406231",1983-06-01,1.0
6304075,1983-06-01,1.0
6351842,1983-08-01,1.0
"3756141,6604523,9882449",1983-09-01,1.0
6604523,1983-09-01,1.0
"1512262,6644819,6726807",1983-11-01,1.0
"6644819,16169070,32296183",1983-11-01,1.0
"6196366,9183005",1983-12-01,1.0
6200476,1984-01-01,1.0
"6500576,12192076",1984-01-01,0.08333333333333333
"146197,6582496",1984-01-01,1.0
6203109,1984-01-01,1.0
"6693501,9840442",1984-02-01,1.0
6319405,1984-02-01,1.0
6693419,1984-02-01,1.0
"6500576,12192076",1984-02-01,0.08333333333333333
"6500576,12192076",1984-03-01,0.08333333333333333
6324579,1984-03-01,1.0
"6500576,12192076",1984-04-01,0.08333333333333333
6743699,1984-04-01,1.0
6746613,1984-05-01,1.0
"6500576,12192076",1984-05-01,0.08333333333333333
"6500576,12192076",1984-06-01,0.08333333333333333
6547441,1984-07-01,1.0
"6500576,12192076",1984-07-01,0.08333333333333333
"1309738,6088481,10683230,11737208",1984-08-01,1.0
"1309738,2153405,6088481,10683230,11737208",1984-08-01,1.0
"6500576,12192076",1984-08-01,0.08333333333333333
"2986725,6088481",1984-08-01,1.0
6468376,1984-08-01,1.0
"6500576,12192076",1984-09-01,0.08333333333333333
6470007,1984-09-01,1.0
"2467009,6083474",1984-10-01,1.0
"6500576,12192076",1984-10-01,0.08333333333333333
"6092370,23750785",1984-11-01,1.0
6438154,1984-11-01,1.0
6092370,1984-11-01,1.0
"6150037,7901013,11359875",1984-11-01,1.0
6333425,1984-11-01,1.0
"6500576,12192076",1984-11-01,0.08333333333333333
6439716,1984-12-01,1.0
"6500576,12192076",1984-12-01,0.08333333333333333
3997552,1985-01-01,0.08333333333333333
"2229073,3997552",1985-01-01,0.08333333333333333
3872685,1985-02-01,1.0
"2229073,3997552",1985-02-01,0.08333333333333333
3997552,1985-02-01,0.08333333333333333
"2229073,3997552",1985-03-01,0.08333333333333333
3972830,1985-03-01,1.0
3997552,1985-03-01,0.08333333333333333
"3857586,22939629,26186194,28514442,30021884,33961781,35831314",1985-04-01,1.0
3997552,1985-04-01,0.08333333333333333
"2229073,3997552",1985-04-01,0.08333333333333333
"3857586,7568216",1985-04-01,1.0
"2984676,2987962,10523301",1985-04-01,1.0
3988746,1985-04-01,1.0
"2984676,2987962",1985-04-01,1.0
"2229073,3997552",1985-05-01,0.08333333333333333
3997814,1985-05-01,1.0
3997552,1985-05-01,0.08333333333333333
3997552,1985-06-01,0.08333333333333333
3995055,1985-06-01,1.0
"3102233,3922758",1985-06-01,1.0
"3102233,3922758,9501080",1985-06-01,1.0
"2229073,3997552",1985-06-01,0.08333333333333333
3997552,1985-07-01,0.08333333333333333
"2229073,3997552",1985-07-01,0.08333333333333333
3160694,1985-07-01,1.0
"2408759,8355686",1985-07-01,1.0
3997552,1985-08-01,0.08333333333333333
"2229073,3997552",1985-08-01,0.08333333333333333
"3624872,4063341",1985-08-01,1.0
"3860504,17643375,26344197,35831314",1985-08-01,1.0
3997552,1985-09-01,0.08333333333333333
"2229073,3997552",1985-09-01,0.08333333333333333
"3839756,5002675",1985-09-01,1.0
4062880,1985-09-01,1.0
"3001670,8626685,9620797,12234182,14668209",1985-09-01,1.0
4062888,1985-10-01,1.0
"2006422,2997278,4056036",1985-10-01,1.0
2413024,1985-10-01,1.0
"2229073,3997552",1985-10-01,0.08333333333333333
"4062888,11073102",1985-10-01,1.0
2996780,1985-10-01,1.0
3997552,1985-10-01,0.08333333333333333
"2933256,11024046",1985-11-01,1.0
"2229073,3997552",1985-11-01,0.08333333333333333
2998765,1985-11-01,1.0
3997552,1985-11-01,0.08333333333333333
"2229073,3997552",1985-12-01,0.08333333333333333
"4092695,11986331",1985-12-01,1.0
4092695,1985-12-01,1.0
2999105,1985-12-01,1.0
"1652157,3936495",1985-12-01,1.0
3997552,1985-12-01,0.08333333333333333
2939097,1986-01-01,0.08333333333333333
2939097,1986-02-01,0.08333333333333333
"3944102,10556651",1986-02-01,1.0
2939097,1986-03-01,0.08333333333333333
2936753,1986-03-01,1.0
2939097,1986-04-01,0.08333333333333333
2939097,1986-05-01,0.08333333333333333
3521732,1986-05-01,1.0
2941417,1986-06-01,1.0
2939097,1986-06-01,0.08333333333333333
"3088041,11170397",1986-07-01,1.0
2946940,1986-07-01,1.0
2833155,1986-07-01,1.0
2939097,1986-07-01,0.08333333333333333
3525564,1986-08-01,1.0
2939097,1986-08-01,0.08333333333333333
"2161846,2544876,3090045",1986-08-01,1.0
2939097,1986-09-01,0.08333333333333333
3488995,1986-09-01,1.0
"3029048,3172210,8114934,9217261,12126626",1986-10-01,1.0
3021779,1986-10-01,1.0
2939097,1986-10-01,0.08333333333333333
"3759968,9468536",1986-10-01,1.0
3643793,1986-10-01,1.0
3490481,1986-11-01,1.0
"3104518,7918467",1986-11-01,1.0
2946959,1986-11-01,1.0
3104518,1986-11-01,1.0
2939097,1986-11-01,0.08333333333333333
3795040,1986-12-01,1.0
2939097,1986-12-01,0.08333333333333333
3536927,1986-12-01,1.0
3490907,1986-12-01,1.0
"1597471,2061332,3542996,9928950",1987-01-01,1.0
2435303,1987-01-01,1.0
"3027087,11441066,34079125",1987-01-01,1.0
"3102233,35831314",1987-01-01,1.0
"3031469,15652350",1987-01-01,1.0
"1597471,2061332,3542996",1987-01-01,1.0
"170210,3031469,11717445,12198154,12887920,17159907",1987-01-01,1.0
"3027087,11441066",1987-01-01,1.0
"3793760,6893424",1987-01-01,1.0
3027087,1987-01-01,1.0
3818596,1987-02-01,1.0
"1693624,3546305",1987-03-01,1.0
3546305,1987-03-01,1.0
3546307,1987-03-01,1.0
2434500,1987-03-01,1.0
"1690718,1693624,3546305",1987-03-01,1.0
2435757,1987-04-01,1.0
3470775,1987-04-01,1.0
"3023326,3031025,11501527",1987-04-01,1.0
"158022,2437112",1987-05-01,1.0
2437112,1987-05-01,1.0
3038169,1987-05-01,1.0
2436691,1987-05-01,1.0
"3350007,3472906,10411641",1987-05-01,1.0
3571333,1987-05-01,1.0
"3350007,3472906",1987-05-01,1.0
"3571333,19542224",1987-05-01,1.0
3109943,1987-06-01,1.0
"3597357,8823176",1987-06-01,1.0
"3600811,8626479",1987-07-01,1.0
3305706,1987-09-01,1.0
"3624872,8175701",1987-09-01,1.0
3624872,1987-09-01,1.0
2446864,1987-10-01,1.0
3118371,1987-11-01,1.0
2824652,1987-11-01,1.0
2960682,1987-11-01,1.0
3122216,1987-12-01,1.0
3121319,1987-12-01,1.0
"1902666,3121319",1987-12-01,1.0
3693360,1987-12-01,1.0
3276554,1988-01-01,1.0
"2551905,2922050,3351931,3417634,8869635,9442056,9488135",1988-01-01,1.0
3422166,1988-02-01,1.0
"3422166,12787023",1988-02-01,1.0
"3422450,9114041,10206894",1988-02-01,1.0
2450918,1988-04-01,1.0
"2456771,7759598",1988-04-01,1.0
"2833817,7628625,8663024,9219684",1988-04-01,1.0
3128543,1988-04-01,1.0
"2874131,3128543",1988-04-01,1.0
"2450918,11738047",1988-04-01,1.0
"2833519,11264299",1988-04-01,1.0
2833520,1988-04-01,1.0
3361230,1988-05-01,1.0
2457390,1988-05-01,1.0
"3421908,11513971",1988-05-01,1.0
2455687,1988-06-01,1.0
2454931,1988-06-01,1.0
"1690718,1693624,2138612,2649503,2967289",1988-06-01,1.0
"492324,2141335,2970468,2971657",1988-07-01,1.0
2968981,1988-07-01,1.0
"3134349,9218428",1988-07-01,1.0
"2968981,7626035",1988-07-01,1.0
3261170,1988-07-01,1.0
3179268,1988-07-01,1.0
"2900138,11052978",1988-08-01,1.0
2456616,1988-08-01,1.0
2899080,1988-08-01,1.0
2900140,1988-08-01,1.0
3139842,1988-08-01,1.0
"3140783,10861231",1988-08-01,1.0
3262520,1988-09-01,1.0
3211159,1988-09-01,1.0
"2842767,3417668,14565989",1988-09-01,1.0
"3169261,22863883,26344197",1988-10-01,1.0
"3169261,26344197,28514442,33961781",1988-10-01,1.0
2460858,1988-11-01,1.0
"3145195,9550407,10623829,10809759",1988-11-01,1.0
"2853949,33961781,35271311",1988-12-01,1.0
3192535,1988-12-01,1.0
2467766,1988-12-01,1.0
"2463916,11087827,16696853",1989-01-01,1.0
"2491853,8905624",1989-01-01,1.0
2491853,1989-01-01,1.0
2562955,1989-01-01,1.0
"1429858,2732223,2915986,6321473,7527393,8057149,8665853,8816440,8870675,9092812,9815748,10347170,11087732,12297049,12297050,12354760,12620237,12795333,14576349,16777603,18271526,19225046,19560417,20456371,21775422,23583406,23595626,23794705,23956138,23972990,24077285,24135280,24797263,25315821,25453753,28065597,31980649,33325513,34373451,36470425",1989-02-01,1.0
"2492519,7794926",1989-02-01,1.0
"2522013,6438154",1989-03-01,1.0
2522013,1989-03-01,1.0
"1394426,2738919,10852710,14638684",1989-04-01,1.0
"1587268,2133223,2742826",1989-04-01,1.0
"2276743,2742853,9311977",1989-04-01,1.0
"2500966,11895474",1989-04-01,1.0
2663470,1989-04-01,1.0
"2466831,9714181",1989-04-01,1.0
2497520,1989-04-01,1.0
"2470876,11002287",1989-05-01,1.0
"1847074,2161888,2542288,7523122",1989-05-01,1.0
"2470876,7908909",1989-05-01,1.0
"2161888,2542288,7523122,7535778,9546424,10837138",1989-05-01,1.0
2468670,1989-05-01,1.0
2548572,1989-05-01,1.0
2705457,1989-05-01,1.0
2736261,1989-06-01,1.0
"2734021,9915833",1989-06-01,1.0
"2777757,7591286,18341635",1989-07-01,1.0
"2544881,15767546,25241761",1989-07-01,1.0
2531377,1989-07-01,1.0
2544585,1989-07-01,1.0
2777757,1989-07-01,1.0
"2544881,9677323,15767546",1989-07-01,1.0
2544881,1989-07-01,1.0
2745554,1989-07-01,1.0
"2745554,19542224",1989-07-01,1.0
"2745554,3402455,9233787",1989-07-01,1.0
2775751,1989-07-01,1.0
"2531377,2972276,9232196",1989-07-01,1.0
"2745554,7982919",1989-07-01,1.0
2475255,1989-08-01,1.0
"2475255,23397142",1989-08-01,1.0
2527614,1989-08-01,1.0
2788034,1989-08-01,1.0
2759092,1989-08-01,1.0
2760054,1989-08-01,1.0
"2551064,11123896",1989-08-01,1.0
2474557,1989-08-01,1.0
"1649701,2503252,7623842,8628307,8900141,8948587,9584154,10567574,15351717",1989-08-01,1.0
2551064,1989-08-01,1.0
"2551064,2752144",1989-08-01,1.0
"2551064,11864713",1989-08-01,1.0
2506015,1989-09-01,1.0
2779654,1989-09-01,1.0
2550426,1989-09-01,1.0
"2570636,10362260",1989-09-01,1.0
2475499,1989-09-01,1.0
"2570636,7799941,8397206,8397207,8463339,8662825,9560267,9891079,10716937,10973963,11331587,12397081,12612082,15554878,16024801,16159883,16784539,17242184,17431037,17679094,18337751,18799590,19162005,20228808,20360007,20367638,20733055,20956543,20974803,21924351,23602568,24508230,25750436,25852190,26186194,26344197,26496610,27030811,27402161,28514442,30674583,32707033,33961781,34224728,35271311,35831314,36736316",1989-09-01,1.0
2476070,1989-09-01,1.0
2504723,1989-09-01,1.0
2507540,1989-10-01,1.0
"2532544,9521656,16169070,19154770,20439756,20622874,22284438,23801757,27066941,27501351,28338014,28935764,29576527,31494268,32865982,33141564,33238157,33583181,33719392,34129829,34326324,34642328,36114200",1989-10-01,1.0
2507541,1989-10-01,1.0
"2813362,11960989",1989-10-01,1.0
"1387399,2808363",1989-10-01,1.0
2477447,1989-10-01,1.0
"2806554,11034995",1989-10-01,1.0
"2808373,8195113",1989-10-01,1.0
"1988949,2184886,2681204,9141135,10368283,10707023",1989-11-01,1.0
2610933,1989-11-01,1.0
2557834,1989-11-01,1.0
"2478219,14963009",1989-11-01,1.0
2479028,1989-11-01,1.0
2478219,1989-11-01,1.0
2687158,1989-11-01,1.0
"2561973,2701845",1989-11-01,1.0
2558013,1989-12-01,1.0
"2512012,11585914",1989-12-01,1.0
2531657,1989-12-01,1.0
2558651,1989-12-01,1.0
2557337,1989-12-01,1.0
"1706616,10372802,11500516,12354693",1990-01-01,1.0
2137335,1990-01-01,1.0
"1689011,8344248,10769036",1990-01-01,1.0
2153964,1990-01-01,1.0
"2137335,12144777",1990-01-01,1.0
"2106471,12726862,16424018,16611863,17828303,18305400,23221556,25959252,27966538,28027390,28263977",1990-01-01,1.0
"1706616,11500516,11500850,12354693,16843263,17426253",1990-01-01,1.0
"2150484,12606711",1990-01-01,0.08333333333333333
2138083,1990-02-01,1.0
2105310,1990-02-01,1.0
"2184890,2365049,7660355,7913750,7920263,9515726,9988734",1990-02-01,1.0
2158125,1990-02-01,1.0
"2184886,8077676,20047188",1990-02-01,1.0
2306116,1990-02-01,1.0
"2153922,11089964,22863883,22939629,23221635,28514442,30021884,32296183,33961781,35271311,35831314",1990-02-01,1.0
2303462,1990-02-01,1.0
"2153922,11089964",1990-02-01,1.0
"2150484,12606711",1990-02-01,0.08333333333333333
2304899,1990-02-01,1.0
2303476,1990-03-01,1.0
"2138276,25609649",1990-03-01,1.0
2138330,1990-03-01,1.0
"2108025,10487978",1990-03-01,1.0
"2140056,8694767",1990-03-01,1.0
2108025,1990-03-01,1.0
"2406259,12426379",1990-03-01,1.0
2156854,1990-03-01,1.0
"1689310,7682059,8657103,8885868,9207933,12601080,15144186",1990-03-01,1.0
2155506,1990-03-01,1.0
"2156854,11359786,11856343",1990-03-01,1.0
2157284,1990-03-01,1.0
2155660,1990-03-01,1.0
"2190106,10048303",1990-03-01,1.0
"2150484,12606711",1990-03-01,0.08333333333333333
"2150484,12606711",1990-04-01,0.08333333333333333
2320128,1990-04-01,1.0
2318847,1990-04-01,1.0
"1690718,2138612",1990-04-01,1.0
"2158863,7664431,19084540",1990-04-01,1.0
"1693624,2138612,2649503",1990-04-01,1.0
"2046671,2108863,8083237",1990-04-01,1.0
2183353,1990-04-01,1.0
"1827203,2320002,9445037,16511568",1990-04-01,1.0
"1325437,2163343",1990-04-01,1.0
"1693624,2138612",1990-04-01,1.0
2108863,1990-04-01,1.0
"1325437,2163343,9242638,26186194,28514442,33961781",1990-04-01,1.0
"1827203,2320002,8027667,10207054,15546613,20195357,23661758,25609649,26496610,28514442,33961781,35271311",1990-04-01,1.0
"1690718,1693624,3546305,14681217",1990-04-01,1.0
"2110366,3090045,8607113",1990-05-01,1.0
1970422,1990-05-01,1.0
"2372546,9477945,10092586",1990-05-01,1.0
2158984,1990-05-01,1.0
2372546,1990-05-01,1.0
"2344612,7925482",1990-05-01,1.0
"1970422,1976695",1990-05-01,1.0
"2150484,12606711",1990-05-01,0.08333333333333333
"2372546,10878362",1990-05-01,1.0
2110366,1990-05-01,1.0
1693626,1990-06-01,1.0
"2112085,8546712",1990-06-01,1.0
"2141335,15929114",1990-06-01,1.0
"2160950,10748018",1990-06-01,1.0
"2150484,12606711",1990-06-01,0.08333333333333333
"2114109,2155236,7822264,9099667",1990-06-01,1.0
2161834,1990-06-01,1.0
"2161834,2455687",1990-06-01,1.0
"2161834,2455687,12033495",1990-06-01,1.0
2365696,1990-07-01,1.0
"1468447,2375748,9675033",1990-07-01,1.0
"2164670,16169070,16189514,21516116,25416956,25910212,32296183",1990-07-01,1.0
"2150484,12606711",1990-07-01,0.08333333333333333
1694173,1990-07-01,1.0
2192260,1990-07-01,1.0
"1694173,9211865,11801679",1990-07-01,1.0
1694174,1990-07-01,1.0
"2164670,16169070,16189514",1990-07-01,1.0
2164710,1990-07-01,1.0
2117608,1990-08-01,1.0
2369897,1990-08-01,1.0
"2161846,2166055,8388810",1990-08-01,1.0
"2377599,12651851",1990-08-01,1.0
"2385294,9242638",1990-08-01,1.0
"2150484,12606711",1990-08-01,0.08333333333333333
"1696179,9425276",1990-08-01,1.0
2227411,1990-08-01,1.0
2116421,1990-08-01,1.0
2385294,1990-08-01,1.0
2201681,1990-08-01,1.0
2395459,1990-09-01,1.0
2391366,1990-09-01,1.0
2169733,1990-09-01,1.0
"2394752,11331285",1990-09-01,1.0
2123288,1990-09-01,1.0
1975516,1990-09-01,1.0
"2119582,12867422",1990-09-01,1.0
"1697852,7519849,7533162",1990-09-01,1.0
2394733,1990-09-01,1.0
2169434,1990-09-01,1.0
2119582,1990-09-01,1.0
"1697263,7499435,8576175,10618369,11069186,11714710,18199118,22955284,25241761,33961781",1990-09-01,1.0
1976256,1990-09-01,1.0
"1697852,7519849",1990-09-01,1.0
"2150484,12606711",1990-09-01,0.08333333333333333
"1697263,1709094,7520751,8609172,8692946,8868466,9174056,10748122,10950949,11786412,14505356,15096041,15548653,16829530,18199118,19627396,19696444,21693575,22539306,35384245,36736316",1990-09-01,1.0
"2117639,7961773,11564802",1990-09-01,1.0
"1309595,1383494,1697263,1709094,8321198,8576175,8692946,8756477,9624181,10748122,11030354,11714710,18199118,18261743,22955284,25241761,28769084,33961781",1990-09-01,1.0
"1310388,2170559,8182064,8288897,8805640,9568681,11448951,12753742,12887920,14743216,15173183,15485837,22099304,22675546,23032187,23746843,24726327,24980434,25241761,25911380,26186194,26670046,27307491,27545878,27560715,28514442,30420664,31898971,32968279,33469115,33815386,33961781,34315543,34610306,35170849,35941131",1990-10-01,1.0
2217184,1990-10-01,1.0
2398277,1990-10-01,1.0
2226872,1990-10-01,1.0
"2150484,12606711",1990-10-01,0.08333333333333333
2226462,1990-10-01,1.0
2211625,1990-10-01,1.0
2248955,1990-10-01,1.0
"2173144,2176151",1990-11-01,1.0
2121366,1990-11-01,1.0
2173144,1990-11-01,1.0
"2150484,12606711",1990-11-01,0.08333333333333333
2172781,1990-11-01,1.0
"1385407,2173144,7689724,8344248",1990-11-01,1.0
"2150484,12606711",1990-12-01,0.08333333333333333
"1702714,25241761",1990-12-01,1.0
"1702217,8910448,9211889",1990-12-01,1.0
2176601,1990-12-01,1.0
2254302,1990-12-01,1.0
2148205,1990-12-01,1.0
1702714,1990-12-01,1.0
2093478,1990-12-01,1.0
"2148288,8898866,12660155",1990-12-01,1.0
"1845983,8561895,25754235,28205554,31959764,34373451",1991-01-01,1.0
"1689727,1725184",1991-01-01,0.08333333333333333
1985907,1991-01-01,1.0
1702139,1991-01-01,1.0
"1998697,2065070,10942405,16118313",1991-01-01,1.0
"1986781,10781424,11087951",1991-01-01,1.0
1670773,1991-01-01,1.0
1986781,1991-01-01,1.0
1985906,1991-01-01,1.0
1986862,1991-01-01,1.0
1845983,1991-01-01,1.0
1996959,1991-02-01,1.0
1999197,1991-02-01,1.0
"1996959,7890620,11115496",1991-02-01,1.0
2059554,1991-02-01,1.0
"1992356,11591653",1991-02-01,1.0
"1689727,1725184",1991-02-01,0.08333333333333333
"1828107,16511568",1991-02-01,1.0
1848190,1991-02-01,1.0
1989977,1991-02-01,1.0
1998667,1991-02-01,1.0
1671672,1991-02-01,1.0
1993646,1991-02-01,1.0
2013279,1991-03-01,1.0
