,gene_id,pos_min,pos_max,rel_min,rel_max,chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14,chr15,chr16,chr17,chr18,chr19,chr20,chr21,chr22,chrX,chrY,chrM
19,28,133250401,133275201,0.963682673651678,0.9638620301873972,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,29,1003519,1229722,0.0120767498241352,0.0147989673810214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
21,30,38122715,38137127,0.1923228316654425,0.1923955378368147,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,31,37084992,37406836,0.446295656199891,0.4501688558806135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
23,32,109116587,109268226,0.819102387938304,0.8202406921175264,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
24,33,210187923,210225447,0.8679694681671519,0.8681244232466762,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,34,75724709,75763679,0.304214080020988,0.3043706368814233,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,35,120725826,120740008,0.9062491329794268,0.906355592596476,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27,36,123009006,123058290,0.9209446724148024,0.9213136522050732,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,37,7217125,7225266,0.0868537746415487,0.0869517466981996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
29,38,108116705,108147603,0.8043665025690145,0.804596377463892,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,39,159762045,159779112,0.9365558810551036,0.9366559310965384,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,40,33013087,34156768,0.3972927195413468,0.4110562350459031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
32,41,50057596,50083622,0.3757659357330421,0.3759613043688709,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33,43,100889994,100896994,0.6339506633286514,0.633994648410495,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,47,41866917,41919022,0.5038432580916121,0.5044703105436201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
35,48,32384643,32454769,0.2342095717332595,0.2347167312664792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,49,50738204,50745339,0.9991053811113484,0.999245879125315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
37,50,41469117,41528974,0.8165842437906573,0.8177629108715256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,51,75941507,75979166,0.9139105301512164,0.9143637336497322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39,52,264947,278283,0.0010940966702567,0.0011491675832866,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,53,47239302,47248814,0.351450889421218,0.3515216567848038,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,54,11574660,11578975,0.1975724081472549,0.197646062573489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
42,55,132317407,132368302,0.6675195718056506,0.6677763287160021,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,56,125671522,125680847,0.9349708042218356,0.935040180343097,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,58,229431245,229434094,0.92170991539558,0.9217213608791668,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,59,88935074,88991397,0.6658397238907549,0.6662614033146534,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,60,5527148,5530601,0.0347302938774644,0.0347519910899796,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,70,34790230,34795549,0.3411589354244534,0.3412110944466135,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
48,71,81509971,81512799,0.9809236575884684,0.9809576908738398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
49,72,73893008,73919865,0.3051406281560292,0.3052515339382162,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,81,38647649,38731589,0.6596918684574621,0.6611246732171596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
51,86,179562926,179588407,0.9058654503083612,0.9059939977655314,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,87,68874128,68979302,0.6526485243588759,0.6536451490406566,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
53,88,236686499,236764631,0.9508569461346296,0.9511708311903014,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,89,66546395,66563334,0.4950917714771843,0.4952177942244278,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,90,157736446,157876330,0.6513714831522298,0.6519491330921129,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,91,51951699,51997078,0.3899843449864502,0.3903249902383242,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
57,92,147844517,147930822,0.6105228357574067,0.610879231614414,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,93,38453890,38493142,0.1939935551114721,0.1941915750003633,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,94,51907504,51923361,0.3896525876337854,0.389771620925814,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,95,51983535,51989197,0.2622483905246424,0.2622769543840865,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,97,75053243,75069490,0.7112015747378774,0.7113555306699983,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
62,98,53971113,54305300,0.2228733105992929,0.2242533333357009,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,100,44619522,44651699,0.6938910527124292,0.6943914465177042,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
64,101,133262423,133276868,0.997710025353248,0.9978181722786286,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,102,58588809,58749707,0.5745318644408686,0.5761096577004108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
66,103,154582057,154627997,0.6210131260855282,0.6211976840061953,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,104,45074578,45226563,0.9659157447004748,0.9691726737938166,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
68,105,1177313,1737525,0.0088143150682372,0.0130085141240595,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,107,45574140,45723116,0.2863688968366161,0.28730499991558,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,108,7396138,7830081,0.0407792731798081,0.0431718570041588,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
71,109,24819169,24920237,0.1024905741957432,0.1029079337516903,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
72,111,123282296,123449090,0.6219389217409427,0.6227803700581679,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
73,112,48766194,48789089,0.3660718049773917,0.3662436702243486,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
74,113,50266551,50318135,0.5580377486983934,0.5586104122023775,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
75,114,130780301,131040909,0.9015847255712156,0.9033813278910224,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
76,115,3962653,4116442,0.0439916786610828,0.0456989783589391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
77,116,904871,912172,0.011276000400461,0.0113669814120347,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
78,117,31052308,31111474,0.1951197584022612,0.1954915328811704,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
79,118,2843844,2930062,0.0149529688347944,0.0154063042030489,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
80,119,70656784,70768200,0.2917766651649216,0.2922367567100734,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,120,109996373,110135565,0.8235216021443293,0.8245637057675612,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
82,123,19115761,19127492,0.1382474463950504,0.1383322863757166,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
83,124,99276369,99290985,0.5219964427333421,0.52207329385193,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
84,125,99304971,99321401,0.5221468324223029,0.5222332215765446,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
85,126,99336497,99352746,0.5223125965413915,0.5223980339952732,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
86,127,99123658,99144297,0.5211934863040407,0.5213020064351664,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,128,99070978,99088788,0.5209164941771107,0.5210101393893473,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
88,130,99202639,99219246,0.521608769431927,0.5216960892544769,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,131,99412263,99435342,0.5227109751573554,0.522832324840298,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
90,132,74151221,74709290,0.5551558715384027,0.5593340263670814,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
91,133,10305073,10307397,0.0766676669227792,0.0766849570145552,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
92,134,203127726,203167405,0.8160389799826808,0.8161983851575644,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
93,135,24423597,24442357,0.4809343899676659,0.4813038003029165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
94,136,15945130,15975746,0.1918900847152014,0.1922585299291094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
95,140,111499429,111503633,0.4479343224164845,0.4479512114347363,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96,141,119579492,119589945,0.6032588841207961,0.6033116177878343,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
97,142,226360691,226408093,0.9093743676912664,0.9095647990050552,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
98,143,24420931,24512778,0.2136053794735085,0.214408748243049,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
99,146,4220630,4249287,0.0656362341535093,0.0660818874237881,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
100,147,159916482,159973012,0.8817139303555279,0.8820256136033059,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
101,148,26748150,26867278,0.1843987457811991,0.1852200008507057,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102,150,111077029,111080907,0.8316122649199726,0.8316412987570531,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103,151,96112876,96116571,0.3968974081623872,0.3969126666374656,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
104,152,3766385,3768526,0.019803701442427,0.0198149588483449,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105,153,114043866,114046904,0.8538244005832193,0.8538471455025205,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,154,148826611,148828623,0.8205689275124451,0.8205800208557059,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
107,155,37962990,37966599,0.2617125947814785,0.2617374748226599,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108,156,67266473,67286556,0.5004490067206825,0.5005984201944939,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109,157,25564675,25729294,0.5034037933006609,0.5066453689924841,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
110,158,40346500,40387527,0.7944783630695526,0.7952862414183971,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
111,159,244408494,244452060,0.9818790475843912,0.9820540682716308,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
112,160,49767001,49807114,0.8494924458979222,0.8501771504169326,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
113,161,925870,1012240,0.0068882862619016,0.0075308616606514,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,162,29327680,29388570,0.5775025640149122,0.5787015722938783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
115,163,35587322,35726413,0.4282720952019301,0.4299459720391288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
116,164,71729000,71808834,0.7963046773666063,0.7971909602872226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
117,165,44104345,44114560,0.2771333177839785,0.2771975045855547,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,166,3052910,3062966,0.0521113173567807,0.0522829671621598,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
119,167,49834257,49877096,0.2921380135773891,0.2923891440470105,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
120,172,89972580,90000787,0.998837099203128,0.9991502412521526,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
121,173,73481745,73504001,0.386367973387892,0.3864849957261029,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
122,174,73436221,73456174,0.3861286076022739,0.3862335207364545,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,175,177430774,177442437,0.9329333233311904,0.932994647537272,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
124,176,88803436,88875353,0.8708216556140499,0.871526885995077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
125,177,32180969,32184253,0.1886510389561048,0.1886702903966668,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
126,178,99850361,99924023,0.4011357205925815,0.4014316480099124,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
127,181,67482571,67483547,0.7491626389329853,0.749173474067521,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
128,182,10637684,10673999,0.1654296912724023,0.1659944363088743,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
129,183,230702523,230745583,0.9268171079134266,0.9269900958120756,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,185,148697903,148743003,0.7501564819733669,0.750384004061133,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
131,186,116170744,116174974,0.7446326237750552,0.7446597372796272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
132,187,57233591,57237250,0.4258063859986801,0.4258336082214892,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
133,189,240868824,240880500,0.9946660211553988,0.994714237110748,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
134,190,30304206,30309390,0.1942442619219153,0.1942774903870928,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
135,191,34280268,34311802,0.5331023324226603,0.5335927267495254,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
136,196,17298652,17346147,0.1086975177151016,0.1089959564954111,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,197,186613060,186621318,0.941432217641192,0.9414738778939808,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
138,199,31615234,31617015,0.1853345914145832,0.1853450319796383,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
139,202,106360717,106572017,0.6235070101887311,0.6247456914892049,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
140,203,127866480,127879621,0.9247455196538494,0.9248405569214256,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
141,204,33007940,33036883,0.1326050668677772,0.1327213415716925,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
142,205,65147552,65232145,0.2617217399580826,0.2620615812332893,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,207,104769349,104795748,0.9927902248416136,0.9930403807259036,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
144,208,40230317,40285345,0.6867070488651458,0.6876463433649865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
145,210,113386312,113401284,0.8200232305767196,0.8201315098530417,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,211,52198083,52214327,0.2633307499234459,0.2634126982337268,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
147,212,55009055,55030977,0.3525976984018999,0.3527382142995892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
148,213,73404287,73421482,0.3859606982138651,0.3860511097480822,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,214,105366909,105576900,0.5315587387392269,0.5326181088219782,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,215,153724856,153744755,0.9853474198523042,0.9854749687004076,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
151,216,72900671,72953053,0.5272262823455319,0.5276051151702918,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
152,217,111766933,111817532,0.838997665064803,0.839377495142583,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
153,218,19737984,19748298,0.237534809805081,0.2376589326146004,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
154,219,38392702,38398661,0.2776605656299085,0.2777036618233097,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
155,220,100879831,100916626,0.98924484689405,0.9896056649463864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
156,221,68008547,68029276,0.5059698877725736,0.5061241073562333,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,222,67662155,67681252,0.5033928010813181,0.5035348789137822,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,223,165662216,165698562,0.6655262106676197,0.6656722259524384,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,224,19648136,19677596,0.2364535429648926,0.236808076411513,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
160,225,39550033,39619803,0.2968891106659955,0.2974128511455841,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
161,226,30064279,30070420,0.3337607660688792,0.3338289408241903,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
162,229,101420560,101435774,0.733485495657536,0.733595525106505,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,230,28573120,28576895,0.3438603772673924,0.343905807130291,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
164,231,134442350,134459239,0.8447796811442244,0.844885804579547,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,238,29192774,29921586,0.1205513435855392,0.1235609673308285,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,239,6996049,7010754,0.0841932574573992,0.0843702233206902,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
167,240,45374216,45446117,0.3397079925204703,0.3402463014219445,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
168,241,30713485,30764426,0.2686451887677383,0.2690907602996246,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
169,242,8072636,8087716,0.0971493368768385,0.0973308156404175,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
170,245,6853576,6900349,0.0824786802768037,0.0830415653039176,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
171,246,4630919,4641678,0.0557303351693737,0.0558598132872348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
